번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보,lat,lon
555,오취-4,4.68E+18,비사도,고시,옛날 비사(飛巳날으는,241875.81,219107.13,0,,,POINT (241875.80822969548 219107.13351050514),34.56657802732647,127.45632627188746
556,오취-5,4.68E+18,비사도-1,부여,,242375.93,218486.0,0,,,POINT (242375.9326531511 218485.9978198037),34.56095855137451,127.46174504483261
557,오취-6,4.68E+18,비사도-2,부여,,242244.7,219175.73,0,,,POINT (242244.7044050666 219175.7254614954),34.56718130814012,127.46034940888836
558,오취-7,4.68E+18,비사도-3,부여,,242186.51,218893.69,0,,,POINT (242186.51374428172 218893.6940471629),34.56464133621167,127.45970132781704
563,오취-14,4.68E+18,추도,현지,현지에서 불리우는 명,242301.16,217970.64,0,,,POINT (242301.15842219532 217970.63733932225),34.55631607350929,127.46090472000206
564,오취-12,4.68E+18,달리도,현지,현지에서 불리우는 명,242158.69,217907.87,0,,,POINT (242158.68903177368 217907.8716102548),34.55575610212986,127.45934933028839
565,오취-13,4.68E+18,초도,현지,현지에서 불리우는 명,241558.42,219888.62,0,,,POINT (241558.4215958289 219888.6190096626),34.573635406060646,127.45290592269471
566,오취-14,4.68E+18,오도,현지,현지에서 불리우는 명,241695.81,219532.48,0,,,POINT (241695.81302225118 219532.47878057673),34.57041952952432,127.45438569899515
594,예내-1,4.68E+18,대항도,고시,육지와 가까이 있는 섬,249797.96,205390.26,0,,,POINT (249797.9571714223 205390.26413899485),34.44257868535046,127.54185110065221
595,예내-2,4.68E+18,대항도-1,부여,대항도 인근의 섬,250166.29,205439.14,0,,미등록섬,POINT (250166.28969766534 205439.1411831833),34.44300147670716,127.54586160167472
596,예내-3,4.68E+18,대항도-2,부여,대항도 인근의 섬,250220.78,205397.51,0,,미등록섬,POINT (250220.78003241302 205397.51216723822),34.44262356528387,127.5464520425589
597,예내-4,4.68E+18,대항도-3,부여,대항도 인근의 섬,249351.93,204681.46,0,,미등록섬,POINT (249351.93447650553 204681.463194406),34.43621078141888,127.53695716596175
598,예내-5,4.68E+18,창끝,현지,섬모양이 창의 끝과 같,246808.67,208307.61,0,,미등록섬,POINT (246808.67481874418 208307.6090219615),34.469016313965064,127.50948553582953
599,예내-6,4.68E+18,창끝-1,부여,창끝 인근의 섬,246916.92,208483.65,0,,미등록섬,POINT (246916.92177006535 208483.64970834076),34.47059826796139,127.51067339937161
600,예내-7,4.68E+18,외나라도,수치,군마나 관아에서 쓰는,246069.74,205543.62,1,연도교,,POINT (246069.73797205277 205543.61899366626),34.444134153396654,127.50129405880462
601,외초-1,4.68E+18,곡두도,고시,섬의 모양이 꼭두머리,245434.89,200518.93,0,,,POINT (245434.88780762666 200518.92540631333),34.398867935626434,127.49411982267625
602,외초-2,4.68E+18,곡두도-1,고시,곡두도 인근의 섬,245772.06,200337.31,0,,,POINT (245772.05578129846 200337.30609811516),34.39721587930787,127.49777684482176
603,외초-3,4.68E+18,탕건도,행정,머리에 상투를 꼽고 그,246941.03,196957.76,0,,,POINT (241924.5613995599 201759.00396566733),34.36669891166488,127.51030425001593
611,백양-1,4.68E+18,죽도,행정,섬에 있는 나무가 마치,242630.87,212793.53,0,,,POINT (242630.87200563823 212793.52897749143),34.50963479657834,127.46423797716932
612,백양-2,4.68E+18,동백도,고시,이 섬은 옛부터 동백꽃,243008.45,213241.0,0,,,POINT (243008.4547357792 213240.99615754577),34.513652712591536,127.46837216307748
613,백양-3,4.68E+18,성주도,고시,성주도 또는 성계섬이,241592.55,212967.0,0,,,POINT (241592.55164250737 212966.9972458813),34.5112409460768,127.45293974576319
614,백양-4,4.68E+18,형제섬,행정,섬 2개가 마치 형제처,241578.97,213022.07,0,,미등록섬,POINT (241578.97292131497 213022.07077674125),34.51173791050171,127.45279454982156
615,백양-5,4.68E+18,내나로도,수치,군마나 관아에서 쓰는,242257.15,212683.76,1,연도교,,POINT (242257.15041892693 212683.76217246824),34.50866069686606,127.4601629507167
616,봉영-1,4.68E+18,항도,행정,바닷물이 빠지면 잘록,245950.4,212147.3,0,,,POINT (245935.36219758555 212166.55683669698),34.50366682597902,127.50035072237311
617,봉영-2,4.68E+18,발도,행정,동쪽의 외롭께 떠있는,244892.08,213028.94,0,,,POINT (244892.07550483287 213028.94421680435),34.51166078625802,127.48887352827902
618,봉영-3,4.68E+18,봉남도,현지,이름모를 큰새나 섬에,244593.97,210165.66,0,,미등록섬,POINT (244593.96900073162 210165.6581346618),34.48586340304291,127.48547758153045
619,봉영-4,4.68E+18,봉남도-1,부여,,245958.49,210489.89,0,,미등록섬,POINT (245958.48768561205 210489.88608617865),34.4887261787303,127.50034955254485
620,봉영-5,4.68E+18,봉남도-2,부여,,246223.99,210512.96,0,,미등록섬,POINT (246223.98605807102 210512.95977910026),34.488922268389665,127.50324119902153
621,봉영-6,4.68E+18,바래도,행정,섬 모양이 마치 밭처럼,244818.15,213051.33,0,,미등록섬,POINT (244818.1465471812 213051.3270451742),34.51186583397103,127.48806963517721
622,여호-1,4.68E+18,원주도,고시,지형이 구슬같다고 하,243261.68,230481.84,1,연도교,,POINT (243261.67948533682 230481.83658582193),34.66905336421525,127.47200793333573
623,여호-2,4.68E+18,묵도,고시,마을이름을 쇠머리라 ,243945.08,229493.0,0,,,POINT (243945.07829672538 229492.99852696894),34.66011084854056,127.47941261726596
626,여호-2,4.68E+18,죽도,행정,대나무가 많이 자란다,243172.77,229810.51,1,연륙교,,POINT (243172.76562950137 229810.507747287),34.66300573069277,127.47100365907467
634,남열-1,4.68E+18,대옥대도,고시,옛날 풍수가 이 섬의 ,243032.65,219232.96,1,,,POINT (243032.64965563192 219232.95949122886),34.56766450805052,127.46893851058161
635,남열-2,4.68E+18,대옥대도-1,부여,,243189.54,219402.09,0,,미등록섬,POINT (243189.54344404663 219402.0918938836),34.56918249517856,127.47065672290208
636,남열-3,4.68E+18,대옥대도-2,부여,,243236.66,219376.92,0,,미등록섬,POINT (243236.66357091037 219376.92269777355),34.56895362772267,127.47116891654747
637,남열-4,4.68E+18,소옥대도,고시,옛날 풍수가 이 섬의 ,243510.67,219724.63,0,,,POINT (243510.67320878376 219724.63288487226),34.572076380502786,127.47417262741565
638,남열-5,4.68E+18,소옥대도-1,부여,,243497.88,219949.7,0,,미등록섬,POINT (243497.8840374474 219949.70356708678),34.574105738531934,127.47404476372344
639,남열-6,4.68E+18,용바위,현지,마치 용머리처럼 생겼,245502.73,221230.9,0,,미등록섬,POINT (245502.72561074697 221230.8959610021),34.58556782197265,127.49596173198704
640,남열-7,4.68E+18,용바위-1,부여,,245545.57,227293.0,0,,미등록섬,POINT (245544.84458868127 221292.94137568417),34.640210114752875,127.49675405703917
641,우천-1,4.68E+18,외매물도,고시,매일 조수의 간만의 차,247055.06,222573.67,0,,,POINT (247055.06452051172 222573.67357086437),34.59760172693413,127.51295531269663
642,우천-2,4.68E+18,내매몰도,고시,매일 조수의 간만의 차,246652.56,222363.14,0,,,POINT (246633.0385037723 222372.0395288556),34.59572235854509,127.50855617803543
643,우천-3,4.68E+18,내매몰도-1,부여,,247019.38,222489.04,0,,미등록섬,POINT (247019.3799190421 222489.0414826027),34.59684050051909,127.51256168648568
645,백일-1,4.68E+18,원주도-1,고시,지형이 구슬같다고 하,243079.58,231085.33,0,,,POINT (243079.58469569508 231085.32885478373),34.674500909798155,127.47005191405351
655,백일-10,4.68E+18,문도,행정,"해섬', '새섬'이라 불리",241238.69,234554.89,0,,,POINT (241238.69297966006 234554.89134405943),34.705851374253825,127.45013534178662
656,백일-11,4.68E+18,적도,행정,아랫돈배섬이라 불리,241809.22,231590.75,0,,,POINT (241809.21886913432 231590.74890747562),34.679109438926375,127.45621608050598
657,백일-12,4.68E+18,소백일도,행정,백일일도 인근에 있는,241722.0,233328.68,0,,미등록섬,POINT (241722.07977510084 233570.45826499315),34.69477872255561,127.4553501448565
658,백일-13,4.68E+18,컬도,고시,지명고시가 되어 있으,243205.42,231742.3,0,,,POINT (243205.4235648148 231742.30329338735),34.68041754017118,127.47145850381803
659,백일-14,4.68E+18,길마도,행정,섬의 모양이 짐을 나르,241531.95,232201.92,0,,,POINT (241551.36881949453 232202.53656922572),34.68462982589827,127.45322065222126
660,백일-15,4.68E+18,해화도,고시,화해승루의 명지가  있,242068.06,232630.5,0,,,POINT (242068.06353465508 232630.49928251264),34.68847115652375,127.45909215556834
666,신곡-1,4.68E+18,우모도,행정,여의도'라고 불리우며,241484.53,230729.02,0,,,POINT (241484.52795950617 230729.01866043487),34.67135498327648,127.45263094769938
691,장도1,4.68E+18,가지도,고시,섬의 형상이 나뭇가지,241287.02,246207.86,0,,,POINT (241287.015912337 246207.85602729965),34.81088828885564,127.45123397055922
705,장도15,4.68E+18,다래도,고시,섬의 형태가 다래형상,241619.08,241435.89,0,,,POINT (241619.08342817856 241435.88597383694),34.76786089447424,127.45462690697711
706,장도16,4.68E+18,동도,고시,장도의 동쪽에 위치한,242108.05,243483.88,0,,,POINT (242108.05117932038 243483.88231423218),34.78630115847908,127.46007049032045
707,장도17,4.68E+18,효도,고시,섬의 형상이 무릎을 꿇,243326.05,243156.9,0,,,POINT (243326.04959485726 243156.9017187116),34.78330278726306,127.47336106365923
708,장도18,4.68E+18,죽1도,고시,죽도에서 첫번째 근거,243046.05,243309.9,0,,,POINT (243046.04882751813 243309.89684865193),34.784693763572164,127.470309828089
709,장도19,4.68E+18,죽2도,고시,죽도에서 두번째 근거,243793.04,243810.91,0,,,POINT (243793.03766797134 243810.90507116227),34.789177980263474,127.47849707569017
710,장도20,4.68E+18,소도,고시,장도에서 동북방향으,243391.03,244150.9,0,,,POINT (243391.0348174595 244150.8974427057),34.7922597820041,127.47412225647787
711,장도21,4.68E+18,장도,고시,"옛날에는 낙안, 그 후",241822.04,244060.88,1,,,POINT (241822.0442934841 244060.87512609322),34.79151392663118,127.4569743352933
1808,조발2,4.61E+18,조발2,,,249114.26,226436.07,0,,,POINT (249117.67098374997 226524.1071409303),34.632321018999164,127.5356257511223
1861,안도11,4.61E+18,안도11,,,273850.4,208742.52,0,,,POINT (273850.3994154353 208742.51777083921),34.47135538516088,127.80383597239734
1885,횡간6,4.61E+18,횡간6,,,270520.27,218964.42,0,,,POINT (270520.2660674465 218964.42011245765),34.56372590759421,127.76843716799735
1910,신월1,4.61E+18,신월1,,,263693.05,236169.23,0,,,POINT (263693.04775106994 236169.23493611004),34.71925053489294,127.6953414925704
1911,경호2,4.61E+18,경호2,,,264996.04,236007.25,0,,,POINT (264996.0436176924 236007.2548648981),34.71770850402486,127.70955289769144
1912,월내1,4.61E+18,월내1,,,266063.8,252108.19,0,,,POINT (266063.8011114405 252108.18828042474),34.86276473843249,127.72247327280668
1913,개도11,4.61E+18,개도11,,,263114.31,218406.31,0,,,POINT (263114.30992869247 218406.31487663987),34.55917648544543,127.68770078224357
1914,금성1,4.61E+18,금성1,,,269302.23,222085.39,0,,,POINT (269302.22632917593 222085.3870978608),34.59194013875965,127.75542006210699
1915,봉전2,4.61E+18,봉전2,,,268701.88,245653.26,0,,,POINT (248700.3093726498 245654.18342592678),34.804409667556065,127.75079279169341
1916,여동1,4.61E+18,여동1,,,254896.81,255275.01,0,,매립,POINT (254896.81222393096 255275.00705020566),34.89197314066489,127.60056527197712
1918,심장1,4.61E+18,심장1,,,270582.38,210893.46,0,,,POINT (270582.3834774318 210893.45991586405),34.49097225784378,127.76844536147424
1919,심장2,4.61E+18,심장2,,,270527.39,210775.46,0,,,POINT (270527.38545536494 210775.45967942482),34.48991239528219,127.76783697214118
1920,심장3,4.61E+18,심장3,,,270422.39,210719.46,0,,,POINT (270422.3867671364 210719.4584185693),34.48941480081577,127.76668930009852
1921,심장4,4.61E+18,심장4,,,270784.39,210726.46,0,,,POINT (270784.384953445 210726.4636557529),34.48945310792912,127.77063066452178
1922,심장5,4.61E+18,심장5,,,270854.39,210538.47,0,,,POINT (270854.38735960424 210538.46557353478),34.48775380046029,127.77137709254843
1923,유송4,4.61E+18,유송4,,,270705.31,215748.44,0,,,POINT (270705.3121349109 215748.43838265497),34.534725365089265,127.77018618736855
1924,유송5,4.61E+18,유송5,,,271250.31,215817.45,0,,,POINT (271250.308527425 215817.4460044012),34.5353098181293,127.77612811381678
1925,안도7,4.61E+18,안도7,,,275655.35,211325.53,0,,,POINT (275655.3532530924 211325.53184488264),34.494507001768696,127.82370929178627
1926,안도8,4.61E+18,안도8,,,275610.37,209854.54,0,,,POINT (275610.3749431711 209854.53817200125),34.481251296921435,127.82308933704373
1927,안도9,4.61E+18,안도9,,,272895.39,209878.5,0,,,POINT (272895.3873474153 209878.49845400994),34.481662735196814,127.79353884268792
1928,안도12,4.61E+18,안도12,,,272742.4,209073.5,0,,,POINT (272742.3997951521 209073.500053128),34.47441747258365,127.79180498020838
1930,연도6,4.61E+18,연도6,,,272243.44,206646.5,0,,,POINT (272243.43746285845 206646.50430109084),34.45257609478747,127.78616910507988
1931,연도7,4.61E+18,연도7,,,275046.43,206542.55,0,,,POINT (275046.4258806667 206542.5456059783),34.451439179048734,127.81666005940303
1932,연도8,4.61E+18,연도8,,,272105.47,204117.51,0,,,POINT (272105.4748715779 204117.5142397678),34.42978989098711,127.7844547109375
1933,화태1,4.61E+18,화태1,,,267944.26,220409.38,0,,,POINT (267944.25737743214 220409.37545144872),34.57692382352417,127.74048477021597
1934,횡간2,4.61E+18,횡간2,,,269951.24,220989.4,0,,,POINT (269951.23921456834 220989.40194038738),34.582017275923135,127.76240372376672
1935,횡간4,4.61E+18,횡간4,,,269886.25,220149.41,0,,,POINT (269886.2518039703 220149.40508471505),34.57445031285049,127.76162638224004
1936,횡간5,4.61E+18,횡간5,,,270598.26,219197.42,0,,,POINT (270598.26228850434 219197.4201206352),34.56582073954024,127.7693062730011
1937,월호2,4.61E+18,월호2,,,262800.26,221643.29,0,,,POINT (262800.2643613516 221643.29440037184),34.588373273617336,127.68451818923259
1938,개도2,4.61E+18,개도2,,,258657.34,218037.25,0,,,POINT (258657.3369389025 218037.2519692803),34.55611369257524,127.63911445058069
1939,개도4,4.61E+18,개도4,,,258772.34,218070.25,0,,,POINT (258772.33590035097 218070.25347433612),34.55640458685658,127.64036966970338
1940,상화1,4.61E+18,상화1,,,254495.29,222613.17,0,,,POINT (254495.29103013352 222613.16894947086),34.597589886805174,127.5940614867898
1941,하화3,4.61E+18,하화3,,,255084.3,221662.18,0,,,POINT (255084.30190418885 221662.18222652795),34.58898629126191,127.60042038681775
1942,낭도7,4.61E+18,낭도7,,,250529.34,220385.12,0,,,POINT (250529.3428549153 220385.12270137388),34.5777089922662,127.55069737505282
1943,낭도9,4.61E+18,낭도9,,,251249.31,222247.12,0,,,POINT (251249.312386669 222247.12378955417),34.59445744226011,127.55865600503678
1944,낭도10,4.61E+18,낭도10,,,250920.32,221573.12,0,,,POINT (250920.3237590321 221573.12240841024),34.58839835973953,127.55502951042327
1945,낭도15,4.61E+18,낭도15,,,252130.31,222183.14,0,,,POINT (252130.30894861103 222183.13685309188),34.59383638518207,127.56825522629188
1946,조발5,4.61E+18,조발5,,,250316.26,226387.09,0,,,POINT (250316.25713530811 226387.0894598416),34.631821245865986,127.54873097908144
1947,조발7,4.61E+18,조발7,,,251631.23,227753.1,0,,,POINT (251631.23076973663 227753.10160875035),34.64406901397744,127.56315418735997
1948,조발8,4.61E+18,조발8,,,251619.23,227700.1,0,,,POINT (251619.2315981108 227700.10170273785),34.64359188018871,127.56302007685524
1949,적금3,4.61E+18,적금3,,,247132.29,225068.05,0,,,POINT (247132.29213696902 225068.05008769734),34.62008265489777,127.51393571046579
1950,적금4,4.61E+18,적금4,,,247226.29,225028.05,0,,,POINT (247226.2922438746 225028.0516477279),34.61971777113065,127.51495843320126
1951,적금6,4.61E+18,적금6,,,248536.27,225964.07,0,,,POINT (248536.27216034208 225964.06584259932),34.62809392964457,127.52929557780675
1952,적금7,4.61E+18,적금7,,,248567.27,225862.07,0,,,POINT (248567.27347985847 225862.0668069828),34.627173034154346,127.52962778223511
1953,여자5,4.61E+18,여자5,,,246547.07,240359.96,0,,,POINT (246547.07357637718 240359.96313591022),34.75794974675869,127.50839667190131
1954,여자6,4.61E+18,여자6,,,246805.08,240149.97,0,,,POINT (246805.07530087105 240149.96797834116),34.756045133639525,127.51120294507164
1955,여자7,4.61E+18,여자7,,,246488.08,240032.96,0,,,POINT (246488.07863209824 240032.9639789806),34.755004908832824,127.50773435028582
1956,거문14,4.61E+18,거문14,,,253933.15,162476.44,0,,,POINT (253933.15317359357 162476.44491265726),34.0555254950919,127.58416478306475
1957,거문29,4.61E+18,거문29,,,256040.18,160211.48,0,,,POINT (256040.17586951383 160211.48466579273),34.03499690167045,127.60684003761334
1958,거문32,4.61E+18,거문32,,,256044.18,160024.49,0,,,POINT (256044.17848860583 160024.48554811446),34.033311018808696,127.60687134663577
1959,거문33,4.61E+18,거문33,,,256108.18,160022.49,0,,,POINT (256108.17823751026 160022.48645942716),34.03328956707744,127.60756420444278
1960,거문40,4.61E+18,거문40,,,256195.19,159499.49,0,,,POINT (256195.18523129186 159499.48999398068),34.02857019012527,127.60847268249468
1967,동도17,4.61E+18,동도17,,,251792.98,171700.55,0,,,POINT (251792.98249069272 171700.55318327644),34.13878638434337,127.5615339247
1968,동도18,4.61E+18,동도18,,,251846.21,171679.45,0,,,POINT (251846.2125495603 171679.45403185056),34.13859353405717,127.56210975474896
1969,동도19,4.61E+18,동도19,,,247702.99,168850.53,0,,,POINT (247702.99109512594 168850.52843929804),34.11328892939682,127.51703591646125
1981,손죽12,4.61E+18,손죽12,,,241511.9,184532.17,0,,,POINT (241511.89834701153 184532.16832302796),34.254919328164064,127.45068600076397
1982,손죽13,4.61E+18,손죽13,,,241503.91,184011.17,0,,,POINT (241503.9057432085 184011.17067473935),34.25022300831735,127.45057422127186
1983,손죽15,4.61E+18,손죽15,,,241480.92,182907.18,0,,,POINT (241480.92143788846 182907.17556469253),34.24027181670803,127.45027164177519
1984,손죽20,4.61E+18,손죽20,,,243017.93,181461.2,0,,,POINT (243017.9346978112 181461.20407298527),34.2271743823262,127.4668833150775
1985,손죽23,4.61E+18,손죽23,,,249884.84,185808.28,0,,,POINT (249884.84125821144 185808.28095890413),34.266054959551234,127.54165971487447
1986,손죽24,4.61E+18,손죽24,,,249778.84,185750.28,0,,,POINT (249778.84257395813 185750.27972450876),34.26553719832009,127.54050544551107
1987,손죽25,4.61E+18,손죽25,,,249847.84,185738.28,0,,,POINT (249847.84242446715 185738.28076136374),34.265425718011336,127.54125393452426
1988,손죽26,4.61E+18,손죽26,,,249586.85,185364.28,0,,,POINT (249586.84894792922 185364.27880647115),34.262066766446544,127.53839869966124
1989,손죽26,4.61E+18,손죽27,,,249339.05,185228.33,0,,,POINT (249339.05202756624 185228.32592380926),34.26085302881054,127.53570049798192
